main.id,code_project,financing_modality,is_mandatory,contract_date,start_date,finish_date,defined_maturity_level,final_maturity_level,embrapii_amount,company_amount,ue_amount,total_amount,main.data_carga
2246,PUSP-2211.0017,EMBRAPII,0,2022-11-24,2022-11-24,2026-03-24,3,3,1101580.600000,2428487.339999,452035.289999,3982103.229999,2025-03-25 02:01:06-03:00
2247,PSEN-2212.0028,ROTA 2030 Tipo 1,0,2022-12-14,2022-12-14,2024-04-13,4,6,266000.000000,474000.000000,260000.000000,1000000.000000,2025-03-25 02:01:06-03:00
2248,PUSP-2211.0018,EMBRAPII,0,2022-11-24,2022-11-24,2026-03-24,3,6,1325965.929999,2158449.439999,485794.080000,3970209.450000,2025-03-25 02:01:06-03:00
2262,PITE-2212.0016,SEBRAE (DT),0,2022-12-21,2022-12-21,2024-03-20,3,6,684038.459999,410423.080000,273615.380000,1368076.919999,2025-03-31 13:34:13-03:00
2263,PIPT-2212.0071,ROTA 2030 Tipo 1,0,2022-12-21,2022-12-21,2024-06-21,3,6,561990.540000,1021800.989999,119210.120000,1703001.649999,2025-03-31 13:34:13-03:00
2264,PELE-2212.0027,BNDES,0,2022-12-16,2022-12-22,2024-12-16,4,6,400000.000000,272000.000000,128000.000000,800000.000000,2025-03-31 13:34:13-03:00
2265,PEIA-2212.0038,EMBRAPII,2,2022-12-22,2022-12-22,2023-12-21,3,3,94000.000000,201324.489999,54705.880000,350030.370000,2025-03-31 13:34:13-03:00
2266,PPLI-2212.0060,EMBRAPII,0,2022-12-22,2022-12-22,2025-06-22,5,5,187500.000000,250000.000000,187500.000000,625000.000000,2025-03-31 13:34:13-03:00
2267,PIFF-2212.0034,SEBRAE (DT),0,2022-12-22,2023-02-02,2023-08-11,3,6,42859.350000,42859.360000,42859.350000,128578.060000,2025-03-31 13:34:13-03:00
2268,PDCC-2212.0019,EMBRAPII,0,2022-12-20,2022-12-20,2024-03-20,3,6,359096.560000,598494.260000,130580.560000,1088171.379999,2025-03-31 13:34:13-03:00
2249,PCIM-2212.0189,SEBRAE (DT),0,2022-12-13,2022-12-13,2023-12-13,3,5,419000.000000,419000.000000,419000.000000,1257000.000000,2025-03-25 02:01:06-03:00
2250,PGCS-2212.0004,ROTA 2030 Tipo 3,0,2022-12-16,2022-12-16,2024-12-16,3,4,450710.000000,297468.599999,153241.399999,901420.000000,2025-03-25 02:01:06-03:00
2251,PIFS-2212.0058,SEBRAE (DT),0,2022-12-20,2022-12-20,2024-03-19,3,6,140425.000000,200000.000000,85106.000000,425531.000000,2025-03-25 02:01:06-03:00
2252,PAGR-2212.0007,EMBRAPII,0,2022-12-16,2022-12-16,2023-08-15,3,4,9975.000000,9975.000000,9975.000000,29925.000000,2025-03-25 02:01:06-03:00
2253,PUFV-2212.0026,EMBRAPII,0,2022-12-05,2022-12-05,2023-08-05,5,6,103268.690000,131432.910000,82523.630000,317225.229999,2025-03-25 02:01:06-03:00
2254,PFSP-2212.0018,EMBRAPII,0,2022-12-15,2022-12-15,2025-01-15,3,4,223761.250000,334397.969999,124039.720000,682198.939999,2025-03-25 02:01:06-03:00
2269,PUFV-2212.0027,EMBRAPII,0,2022-12-21,2022-12-01,2023-05-31,4,6,19846.120000,27406.550000,13500.000000,60752.670000,2025-03-31 13:34:13-03:00
2270,PFEM-2212.0020,EMBRAPII,0,2022-12-08,2022-12-13,2024-12-13,4,6,161804.120000,172850.000000,57290.980000,391945.099999,2025-03-31 13:34:13-03:00
2271,PAGR-2212.0008,SEBRAE (DT),0,2022-12-23,2022-12-23,2024-06-23,3,4,64068.180000,64068.180000,64068.180000,192204.540000,2025-03-31 13:34:13-03:00
2273,PIFF-2212.0035,SEBRAE (DT),0,2022-12-23,2023-01-02,2024-01-11,3,6,72425.810000,72425.800000,72425.810000,217277.420000,2025-03-31 13:34:13-03:00
2274,PAGR-2212.0009,SEBRAE (DT),0,2022-12-28,2022-12-28,2024-05-28,3,4,86895.039999,86895.039999,86895.039999,260685.120000,2025-03-31 13:34:13-03:00
2275,PIFE-2212.0018,EMBRAPII,0,2022-12-29,2022-12-29,2024-01-28,3,3,45285.000000,66678.600000,46458.630000,158422.230000,2025-03-31 13:34:13-03:00
2255,PEIA-2212.0036,SEBRAE AT Tipo 1,0,2022-12-21,2023-01-02,2024-12-20,3,4,860946.000000,430000.000000,430974.000000,1721920.000000,2025-03-25 02:01:06-03:00
2256,PEIA-2212.0037,SEBRAE AT Tipo 1,0,2022-12-21,2023-01-02,2024-12-20,3,3,743035.500000,430000.000000,314316.000000,1487351.500000,2025-03-25 02:01:06-03:00
2258,PCIM-2212.0190,SEBRAE (DT),0,2022-12-20,2022-12-20,2023-09-20,3,3,106340.000000,36158.000000,70187.000000,212685.000000,2025-03-25 02:01:06-03:00
2259,PCEE-2212.0216,SEBRAE (DT),0,2022-12-07,2022-12-08,2024-02-08,6,6,124552.000000,216390.560000,37803.700000,378746.260000,2025-03-25 02:01:06-03:00
2260,PMOV-2212.0003,ROTA 2030 Tipo 3,0,2022-12-20,2023-01-01,2024-06-30,3,5,257316.000000,170000.000000,87560.000000,514876.000000,2025-03-25 02:01:06-03:00
2261,PCPQ-2212.0099,SEBRAE (DT),0,2022-12-21,2022-12-21,2023-10-20,3,6,156180.000000,260300.000000,104120.000000,520600.000000,2025-03-25 02:01:06-03:00
2276,PCPQ-2212.0100,SEBRAE (DT),0,2022-12-29,2022-12-29,2023-12-28,3,6,83475.000000,139125.000000,55650.000000,278250.000000,2025-03-31 13:34:13-03:00
2277,PUFV-2212.0028,EMBRAPII,0,2022-12-16,2022-12-16,2025-12-16,3,6,475416.159999,175838.859999,432000.000000,1083255.020000,2025-03-31 13:34:13-03:00
2278,PCEE-2212.0217,SEBRAE (DT),0,2022-12-30,2023-01-02,2024-02-02,4,4,159537.600000,277276.039999,45557.710000,482371.349999,2025-03-31 13:34:13-03:00
2279,PCEE-2212.0218,SEBRAE (DT),0,2022-12-27,2022-12-29,2024-01-29,6,6,124231.440000,216909.760000,34398.150000,375539.349999,2025-03-31 13:34:13-03:00
2280,PCEE-2212.0219,SEBRAE (DT),0,2022-12-30,2023-02-01,2024-04-01,4,4,136295.500000,214734.799999,61111.330000,412141.630000,2025-03-31 13:34:13-03:00
2281,PSMA-2212.0012,EMBRAPII,0,2022-12-01,2022-12-01,2024-07-31,4,6,94115.850000,99998.090000,99998.090000,294112.030000,2025-03-31 13:34:13-03:00
2282,PUFV-2212.0029,EMBRAPII,0,2022-12-19,2022-12-19,2024-12-19,4,5,110822.960000,135450.340000,90000.000000,336273.299999,2025-03-31 13:34:13-03:00
2283,PIFP-2212.0031,EMBRAPII,2,2022-12-28,2022-12-28,2024-01-27,3,5,361112.640000,614956.520000,108452.130000,1084521.290000,2025-03-31 13:34:13-03:00
2284,PUFV-2212.0030,EMBRAPII,0,2022-12-28,2022-12-28,2024-12-28,3,5,407192.799999,174511.200000,238000.000000,819704.000000,2025-03-31 13:34:13-03:00
2285,PSMA-2212.0013,SEBRAE (DT),0,2022-12-27,2022-12-27,2024-08-26,3,6,175712.980000,186695.040000,186695.040000,549103.060000,2025-03-31 13:34:13-03:00
2286,PIFE-2212.0019,EMBRAPII,0,2022-12-30,2022-12-30,2024-05-30,4,4,72660.000000,93174.000000,54733.320000,220567.320000,2025-03-31 13:34:13-03:00
2287,PABC-2212.0005,EMBRAPII,0,2022-12-22,2022-12-28,2023-12-28,4,5,49500.000000,70500.000000,30000.000000,150000.000000,2025-03-31 13:34:13-03:00
2262,PITE-2212.0016,SEBRAE (DT),0,2022-12-21,2022-12-21,2024-03-20,3,6,684038.459999,410423.080000,273615.380000,1368076.919999,2025-03-25 02:01:06-03:00
2263,PIPT-2212.0071,ROTA 2030 Tipo 1,0,2022-12-21,2022-12-21,2024-06-21,3,6,561990.540000,1021800.989999,119210.120000,1703001.649999,2025-03-25 02:01:06-03:00
2264,PELE-2212.0027,BNDES,0,2022-12-16,2022-12-22,2024-12-16,4,6,400000.000000,272000.000000,128000.000000,800000.000000,2025-03-25 02:01:06-03:00
2265,PEIA-2212.0038,EMBRAPII,2,2022-12-22,2022-12-22,2023-12-21,3,3,94000.000000,201324.489999,54705.880000,350030.370000,2025-03-25 02:01:06-03:00
2266,PPLI-2212.0060,EMBRAPII,0,2022-12-22,2022-12-22,2025-06-22,5,5,187500.000000,250000.000000,187500.000000,625000.000000,2025-03-25 02:01:06-03:00
2267,PIFF-2212.0034,SEBRAE (DT),0,2022-12-22,2023-02-02,2023-08-11,3,6,42859.350000,42859.360000,42859.350000,128578.060000,2025-03-25 02:01:06-03:00
2268,PDCC-2212.0019,EMBRAPII,0,2022-12-20,2022-12-20,2024-03-20,3,6,359096.560000,598494.260000,130580.560000,1088171.379999,2025-03-25 02:01:06-03:00
2288,PEIA-2301.0039,EMBRAPII,0,2023-01-02,2023-01-02,2025-05-02,3,5,691387.400000,865247.310000,540216.000000,2096850.709999,2025-03-31 13:34:13-03:00
2289,PIFF-2212.0036,SEBRAE (DT),0,2022-12-29,2023-02-01,2024-06-10,7,9,295413.789999,211009.840000,126605.910000,633029.540000,2025-03-31 13:34:13-03:00
2290,PEIA-2301.0040,SEBRAE (DT),0,2023-01-04,2023-02-01,2024-07-03,7,7,551231.050000,213731.049999,337500.000000,1102462.100000,2025-03-31 13:34:13-03:00
2291,PEIA-2301.0041,SEBRAE AT Tipo 1,0,2023-01-05,2023-01-12,2025-09-05,3,6,2513770.000000,1500000.000000,1015200.000000,5028970.000000,2025-03-31 13:34:13-03:00
2294,PELE-2212.0028,EMBRAPII,0,2022-12-12,2022-12-12,2024-04-12,3,4,231000.000000,315000.000000,154000.000000,700000.000000,2025-03-31 13:34:13-03:00
2295,PCEE-2301.0220,EMBRAPII,2,2023-01-01,2023-01-01,2024-02-29,4,3,299024.440000,547666.479999,58286.670000,904977.589999,2025-03-31 13:34:13-03:00
2269,PUFV-2212.0027,EMBRAPII,0,2022-12-21,2022-12-01,2023-05-31,4,6,19846.120000,27406.550000,13500.000000,60752.670000,2025-03-25 02:01:06-03:00
2270,PFEM-2212.0020,EMBRAPII,0,2022-12-08,2022-12-13,2024-12-13,4,6,161804.120000,172850.000000,57290.980000,391945.099999,2025-03-25 02:01:06-03:00
2271,PAGR-2212.0008,SEBRAE (DT),0,2022-12-23,2022-12-23,2024-06-23,3,4,64068.180000,64068.180000,64068.180000,192204.540000,2025-03-25 02:01:06-03:00
2273,PIFF-2212.0035,SEBRAE (DT),0,2022-12-23,2023-01-02,2024-01-11,3,6,72425.810000,72425.800000,72425.810000,217277.420000,2025-03-25 02:01:06-03:00
2274,PAGR-2212.0009,SEBRAE (DT),0,2022-12-28,2022-12-28,2024-05-28,3,4,86895.039999,86895.039999,86895.039999,260685.120000,2025-03-25 02:01:06-03:00
2275,PIFE-2212.0018,EMBRAPII,0,2022-12-29,2022-12-29,2024-01-28,3,3,45285.000000,66678.600000,46458.630000,158422.230000,2025-03-25 02:01:06-03:00
2296,PIFF-2301.0037,SEBRAE (DT),0,2023-01-10,2023-02-01,2024-04-01,7,9,290138.870000,207242.049999,124345.230000,621726.150000,2025-03-31 13:34:13-03:00
2297,PIFF-2301.0038,SEBRAE (DT),0,2023-01-10,2023-03-01,2024-03-10,3,6,111511.020000,111511.020000,111511.020000,334533.060000,2025-03-31 13:34:13-03:00
2298,PEAE-2301.0017,EMBRAPII,0,2023-01-12,2023-02-12,2025-02-12,3,3,350000.000000,350000.000000,350000.000000,1050000.000000,2025-03-31 13:34:13-03:00
2299,PCEE-2301.0221,EMBRAPII,2,2023-01-10,2023-01-10,2023-11-10,3,3,253774.239999,468864.120000,48724.870000,771363.229999,2025-03-31 13:34:13-03:00
2300,PINA-2301.0070,EMBRAPII,2,2023-01-16,2023-01-16,2024-01-31,3,5,227205.000000,358020.000000,103275.000000,688500.000000,2025-03-31 13:34:13-03:00
2301,PIPT-2301.0072,SEBRAE (DT),0,2023-01-18,2023-01-18,2025-03-17,3,6,200127.340000,346695.109999,59624.050000,606446.500000,2025-03-31 13:34:13-03:00
2276,PCPQ-2212.0100,SEBRAE (DT),0,2022-12-29,2022-12-29,2023-12-28,3,6,83475.000000,139125.000000,55650.000000,278250.000000,2025-03-25 02:01:06-03:00
2277,PUFV-2212.0028,EMBRAPII,0,2022-12-16,2022-12-16,2025-12-16,3,6,475416.159999,175838.859999,432000.000000,1083255.020000,2025-03-25 02:01:06-03:00
2278,PCEE-2212.0217,SEBRAE (DT),0,2022-12-30,2023-01-02,2024-02-02,4,4,159537.600000,277276.039999,45557.710000,482371.349999,2025-03-25 02:01:06-03:00
2279,PCEE-2212.0218,SEBRAE (DT),0,2022-12-27,2022-12-29,2024-01-29,6,6,124231.440000,216909.760000,34398.150000,375539.349999,2025-03-25 02:01:06-03:00
2280,PCEE-2212.0219,SEBRAE (DT),0,2022-12-30,2023-02-01,2024-04-01,4,4,136295.500000,214734.799999,61111.330000,412141.630000,2025-03-25 02:01:06-03:00
2281,PSMA-2212.0012,EMBRAPII,0,2022-12-01,2022-12-01,2024-07-31,4,6,94115.850000,99998.090000,99998.090000,294112.030000,2025-03-25 02:01:06-03:00
2302,PIFT-2301.0009,SEBRAE (DT),0,2023-01-16,2023-02-01,2024-01-31,3,5,184081.670000,200570.329999,167648.239999,552300.239999,2025-03-31 13:34:13-03:00
2303,PCER-2212.0069,EMBRAPII,2,2022-12-21,2022-12-21,2023-12-21,3,6,727490.319999,1322709.679999,154316.130000,2204516.129999,2025-03-31 13:34:13-03:00
2304,PITE-2301.0017,SEBRAE AT Tipo 1,0,2023-01-19,2023-01-19,2024-07-18,3,7,775692.319999,465415.380000,310276.919999,1551384.620000,2025-03-31 13:34:13-03:00
2305,PTEN-2209.0020,EMBRAPII,0,2022-09-08,2022-09-08,2024-09-08,3,3,1894345.000000,2583198.000000,1262897.000000,5740440.000000,2025-03-31 13:34:13-03:00
2306,PTEN-2212.0021,EMBRAPII,0,2022-12-21,2022-12-21,2023-12-21,3,3,218000.000000,300000.000000,146000.000000,664000.000000,2025-03-31 13:34:13-03:00
2307,PTEN-2211.0022,EMBRAPII,0,2022-11-10,2022-11-10,2024-11-10,3,3,207000.000000,300000.000000,143000.000000,650000.000000,2025-03-31 13:34:13-03:00
2282,PUFV-2212.0029,EMBRAPII,0,2022-12-19,2022-12-19,2024-12-19,4,5,110822.960000,135450.340000,90000.000000,336273.299999,2025-03-25 02:01:06-03:00
2283,PIFP-2212.0031,EMBRAPII,2,2022-12-28,2022-12-28,2024-01-27,3,5,361112.640000,614956.520000,108452.130000,1084521.290000,2025-03-25 02:01:06-03:00
2284,PUFV-2212.0030,EMBRAPII,0,2022-12-28,2022-12-28,2024-12-28,3,5,407192.799999,174511.200000,238000.000000,819704.000000,2025-03-25 02:01:06-03:00
2285,PSMA-2212.0013,SEBRAE (DT),0,2022-12-27,2022-12-27,2024-08-26,3,6,175712.980000,186695.040000,186695.040000,549103.060000,2025-03-25 02:01:06-03:00
2286,PIFE-2212.0019,EMBRAPII,0,2022-12-30,2022-12-30,2024-05-30,4,4,72660.000000,93174.000000,54733.320000,220567.320000,2025-03-25 02:01:06-03:00
2287,PABC-2212.0005,EMBRAPII,0,2022-12-22,2022-12-28,2023-12-28,4,5,49500.000000,70500.000000,30000.000000,150000.000000,2025-03-25 02:01:06-03:00
2308,PIPT-2207.0073,BNDES,0,2022-07-21,2022-07-21,2023-09-21,7,7,779475.530000,534032.349999,300393.200000,1613901.080000,2025-03-31 13:34:13-03:00
2309,PCIM-2301.0191,EMBRAPII,0,2023-01-12,2023-01-12,2024-03-12,3,6,603000.000000,71000.000000,35000.000000,709000.000000,2025-03-31 13:34:13-03:00
2310,PSBS-2204.0028,BNDES,0,2022-04-13,2022-04-13,2023-04-13,7,7,36943.680000,22900.000000,85843.450000,145687.130000,2025-03-31 13:34:13-03:00
2311,PCIM-2301.0192,EMBRAPII,2,2023-01-01,2023-01-01,2023-12-31,3,5,649176.020000,983600.020000,334424.010000,1967200.050000,2025-03-31 13:34:13-03:00
2312,PCIM-2212.0193,SEBRAE (DT),0,2022-12-20,2022-12-20,2023-12-20,4,5,350750.000000,119870.000000,231000.000000,701620.000000,2025-03-31 13:34:13-03:00
2313,PMOB-2301.0002,ROTA 2030 Tipo 3,0,2023-01-20,2023-01-20,2024-08-19,3,6,306066.840000,149998.989999,156067.850000,612133.680000,2025-03-31 13:34:13-03:00
2288,PEIA-2301.0039,EMBRAPII,0,2023-01-02,2023-01-02,2025-05-02,3,5,691387.400000,865247.310000,540216.000000,2096850.709999,2025-03-25 02:01:06-03:00
2289,PIFF-2212.0036,SEBRAE (DT),0,2022-12-29,2023-02-01,2024-06-10,7,9,295413.789999,211009.840000,126605.910000,633029.540000,2025-03-25 02:01:06-03:00
2290,PEIA-2301.0040,SEBRAE (DT),0,2023-01-04,2023-02-01,2024-07-03,7,7,551231.050000,213731.049999,337500.000000,1102462.100000,2025-03-25 02:01:06-03:00
2291,PEIA-2301.0041,SEBRAE AT Tipo 1,0,2023-01-05,2023-01-12,2025-09-05,3,6,2513770.000000,1500000.000000,1015200.000000,5028970.000000,2025-03-25 02:01:06-03:00
2294,PELE-2212.0028,EMBRAPII,0,2022-12-12,2022-12-12,2024-04-12,3,4,231000.000000,315000.000000,154000.000000,700000.000000,2025-03-25 02:01:06-03:00
2295,PCEE-2301.0220,EMBRAPII,2,2023-01-01,2023-01-01,2024-02-29,4,3,299024.440000,547666.479999,58286.670000,904977.589999,2025-03-25 02:01:06-03:00
2314,PCIM-2212.0194,SEBRAE (DT),0,2022-12-20,2022-12-20,2024-02-20,3,5,626866.000000,213200.000000,414000.000000,1254066.000000,2025-03-31 13:34:13-03:00
2315,PCIM-2212.0195,SEBRAE (DT),0,2022-12-20,2022-12-20,2024-02-20,3,5,243760.000000,83000.000000,160890.000000,487650.000000,2025-03-31 13:34:13-03:00
2316,PCIM-2301.0196,EMBRAPII,0,2023-01-19,2023-01-19,2025-01-19,3,6,641492.000000,971957.000000,330465.000000,1943914.000000,2025-03-31 13:34:13-03:00
2317,PIFS-2301.0059,SEBRAE (DT),0,2023-01-18,2023-01-18,2024-04-17,4,6,145340.000000,207000.000000,88085.000000,440425.000000,2025-03-31 13:34:13-03:00
2318,PCIM-2212.0197,EMBRAPII,0,2022-12-21,2022-12-21,2023-09-21,3,4,478343.000000,136669.000000,68335.000000,683347.000000,2025-03-31 13:34:13-03:00
2319,PIND-2301.0018,EMBRAPII,2,2023-01-10,2023-01-16,2024-02-16,3,6,1034865.650000,2015264.689999,54466.610000,3104596.950000,2025-03-31 13:34:13-03:00
2296,PIFF-2301.0037,SEBRAE (DT),0,2023-01-10,2023-02-01,2024-04-01,7,9,290138.870000,207242.049999,124345.230000,621726.150000,2025-03-25 02:01:06-03:00
2297,PIFF-2301.0038,SEBRAE (DT),0,2023-01-10,2023-03-01,2024-03-10,3,6,111511.020000,111511.020000,111511.020000,334533.060000,2025-03-25 02:01:06-03:00
2298,PEAE-2301.0017,EMBRAPII,0,2023-01-12,2023-02-12,2025-02-12,3,3,350000.000000,350000.000000,350000.000000,1050000.000000,2025-03-25 02:01:06-03:00
2299,PCEE-2301.0221,EMBRAPII,2,2023-01-10,2023-01-10,2023-11-10,3,3,253774.239999,468864.120000,48724.870000,771363.229999,2025-03-25 02:01:06-03:00
2300,PINA-2301.0070,EMBRAPII,2,2023-01-16,2023-01-16,2024-01-31,3,5,227205.000000,358020.000000,103275.000000,688500.000000,2025-03-25 02:01:06-03:00
2301,PIPT-2301.0072,SEBRAE (DT),0,2023-01-18,2023-01-18,2025-03-17,3,6,200127.340000,346695.109999,59624.050000,606446.500000,2025-03-25 02:01:06-03:00
2320,PCOP-2211.0037,EMBRAPII,0,2022-11-30,2022-11-30,2026-03-30,4,4,600000.000000,831227.599999,400000.000000,1831227.600000,2025-03-31 13:34:13-03:00
2321,PCOP-2212.0038,EMBRAPII,0,2022-12-23,2022-12-23,2027-12-23,3,5,154000.000000,297052.150000,104340.000000,555392.150000,2025-03-31 13:34:13-03:00
2322,PCIM-2101.0198,BNDES,0,2021-01-21,2021-01-21,2023-01-21,7,7,148064.899999,25451.000000,0.000000,173515.899999,2025-03-31 13:34:13-03:00
2323,PCIM-2212.0199,EMBRAPII,2,2022-12-29,2022-12-29,2024-12-29,3,6,215937.780000,269922.219999,53984.440000,539844.439999,2025-03-31 13:34:13-03:00
2324,PCIM-2301.0200,SEBRAE (DT),0,2023-01-27,2023-01-27,2024-01-27,3,6,670175.000000,337100.000000,335760.000000,1343035.000000,2025-03-31 13:34:13-03:00
2325,PFEM-2301.0021,ROTA 2030 Tipo 1,0,2023-01-11,2023-01-11,2026-01-10,4,4,305892.000000,514584.000000,97200.000000,917676.000000,2025-03-31 13:34:13-03:00
2302,PIFT-2301.0009,SEBRAE (DT),0,2023-01-16,2023-02-01,2024-01-31,3,5,184081.670000,200570.329999,167648.239999,552300.239999,2025-03-25 02:01:06-03:00
2303,PCER-2212.0069,EMBRAPII,2,2022-12-21,2022-12-21,2023-12-21,3,6,727490.319999,1322709.679999,154316.130000,2204516.129999,2025-03-25 02:01:06-03:00
2304,PITE-2301.0017,SEBRAE AT Tipo 1,0,2023-01-19,2023-01-19,2024-07-18,3,7,775692.319999,465415.380000,310276.919999,1551384.620000,2025-03-25 02:01:06-03:00
2305,PTEN-2209.0020,EMBRAPII,0,2022-09-08,2022-09-08,2024-09-08,3,3,1894345.000000,2583198.000000,1262897.000000,5740440.000000,2025-03-25 02:01:06-03:00
2306,PTEN-2212.0021,EMBRAPII,0,2022-12-21,2022-12-21,2023-12-21,3,3,218000.000000,300000.000000,146000.000000,664000.000000,2025-03-25 02:01:06-03:00
2307,PTEN-2211.0022,EMBRAPII,0,2022-11-10,2022-11-10,2024-11-10,3,3,207000.000000,300000.000000,143000.000000,650000.000000,2025-03-25 02:01:06-03:00
2326,PFEM-2301.0022,ROTA 2030 Tipo 1,0,2023-01-11,2023-01-11,2025-01-10,3,6,247764.720000,409129.679999,86400.000000,743294.400000,2025-03-31 13:34:13-03:00
2327,PSQV-2301.0008,EMBRAPII,0,2023-01-02,2023-01-02,2024-06-02,4,5,170787.160000,170787.160000,170787.160000,512361.479999,2025-03-31 13:34:13-03:00
2328,PCIM-2211.0201,EMBRAPII,0,2022-11-30,2022-11-30,2024-01-30,3,6,2222222.220000,277777.780000,277777.780000,2777777.779999,2025-03-31 13:34:13-03:00
2329,PIAM-2212.0011,EMBRAPII,2,2022-12-21,2022-12-26,2024-01-26,3,6,239900.000000,505804.979999,39247.630000,784952.609999,2025-03-31 13:34:13-03:00
2330,PMOV-2301.0004,ROTA 2030 Tipo 1,0,2023-01-30,2023-02-01,2024-04-30,3,5,230000.000000,230000.000000,230000.000000,690000.000000,2025-03-31 13:34:13-03:00
2331,PCIM-2301.0202,EMBRAPII,0,2023-01-13,2023-01-13,2025-01-13,3,4,879971.140000,1360894.489999,425713.590000,2666579.220000,2025-03-31 13:34:13-03:00
2308,PIPT-2207.0073,BNDES,0,2022-07-21,2022-07-21,2023-09-21,7,7,779475.530000,534032.349999,300393.200000,1613901.080000,2025-03-25 02:01:06-03:00
2309,PCIM-2301.0191,EMBRAPII,0,2023-01-12,2023-01-12,2024-03-12,3,6,603000.000000,71000.000000,35000.000000,709000.000000,2025-03-25 02:01:06-03:00
2310,PSBS-2204.0028,BNDES,0,2022-04-13,2022-04-13,2023-04-13,7,7,36943.680000,22900.000000,85843.450000,145687.130000,2025-03-25 02:01:06-03:00
2311,PCIM-2301.0192,EMBRAPII,2,2023-01-01,2023-01-01,2023-12-31,3,5,649176.020000,983600.020000,334424.010000,1967200.050000,2025-03-25 02:01:06-03:00
2312,PCIM-2212.0193,SEBRAE (DT),0,2022-12-20,2022-12-20,2023-12-20,4,5,350750.000000,119870.000000,231000.000000,701620.000000,2025-03-25 02:01:06-03:00
2313,PMOB-2301.0002,ROTA 2030 Tipo 3,0,2023-01-20,2023-01-20,2024-08-19,3,6,306066.840000,149998.989999,156067.850000,612133.680000,2025-03-25 02:01:06-03:00
2332,PCIM-2301.0203,SEBRAE (DT),0,2023-01-23,2023-01-23,2024-03-23,3,5,495000.000000,170100.000000,326000.000000,991100.000000,2025-03-31 13:34:13-03:00
2333,PFSP-2212.0019,SEBRAE (DT),0,2022-12-16,2022-12-16,2024-03-16,3,4,530756.560000,359996.810000,223813.109999,1114566.479999,2025-03-31 13:34:13-03:00
2334,PIFG-2212.0017,EMBRAPII,0,2022-12-30,2023-01-02,2026-12-30,3,5,409200.000000,619300.000000,361500.000000,1390000.000000,2025-03-31 13:34:13-03:00
2335,PCPQ-2302.0101,SEBRAE (DT),0,2023-02-02,2023-02-02,2024-05-01,3,6,112950.000000,188250.000000,75300.000000,376500.000000,2025-03-31 13:34:13-03:00
2336,PELD-2302.0058,EMBRAPII,0,2023-02-01,2023-02-01,2024-03-31,3,6,876902.290000,1622519.179999,131548.489999,2630969.959999,2025-03-31 13:34:13-03:00
2337,PCIM-2301.0204,EMBRAPII,0,2023-01-25,2023-01-25,2023-10-25,3,4,270300.000000,31800.000000,15900.000000,318000.000000,2025-03-31 13:34:13-03:00
2314,PCIM-2212.0194,SEBRAE (DT),0,2022-12-20,2022-12-20,2024-02-20,3,5,626866.000000,213200.000000,414000.000000,1254066.000000,2025-03-25 02:01:06-03:00
2315,PCIM-2212.0195,SEBRAE (DT),0,2022-12-20,2022-12-20,2024-02-20,3,5,243760.000000,83000.000000,160890.000000,487650.000000,2025-03-25 02:01:06-03:00
2316,PCIM-2301.0196,EMBRAPII,0,2023-01-19,2023-01-19,2025-01-19,3,6,641492.000000,971957.000000,330465.000000,1943914.000000,2025-03-25 02:01:06-03:00
2317,PIFS-2301.0059,SEBRAE (DT),0,2023-01-18,2023-01-18,2024-04-17,4,6,145340.000000,207000.000000,88085.000000,440425.000000,2025-03-25 02:01:06-03:00
2318,PCIM-2212.0197,EMBRAPII,0,2022-12-21,2022-12-21,2023-09-21,3,4,478343.000000,136669.000000,68335.000000,683347.000000,2025-03-25 02:01:06-03:00
2319,PIND-2301.0018,EMBRAPII,2,2023-01-10,2023-01-16,2024-02-16,3,6,1034865.650000,2015264.689999,54466.610000,3104596.950000,2025-03-25 02:01:06-03:00
2338,PSBS-2212.0029,EMBRAPII,0,2022-12-08,2022-12-08,2026-08-08,3,4,1491877.000000,1984160.000000,1484633.000000,4960670.000000,2025-03-31 13:34:13-03:00
2339,PCIM-2301.0205,SEBRAE (DT),0,2023-01-28,2023-01-28,2024-01-28,3,5,473185.560000,161119.130000,312318.780000,946623.469999,2025-03-31 13:34:13-03:00
2340,PCIM-2302.0206,SEBRAE (DT),0,2023-02-02,2023-02-02,2024-02-02,3,6,371755.000000,210835.000000,162410.000000,745000.000000,2025-03-31 13:34:13-03:00
2341,PITE-2302.0018,EMBRAPII,0,2023-02-07,2023-02-07,2026-05-17,3,6,955000.000000,1935215.469999,0.000000,2890215.470000,2025-03-31 13:34:13-03:00
2342,PIFC-2302.0100,SEBRAE (DT),0,2023-02-01,2023-02-01,2024-05-01,4,4,400012.000000,244924.660000,164996.280000,809932.939999,2025-03-31 13:34:13-03:00
2343,PCPQ-2302.0102,SEBRAE (DT),0,2023-02-07,2023-02-07,2023-11-06,4,6,127938.399999,196600.000000,82661.600000,407200.000000,2025-03-31 13:34:13-03:00
2320,PCOP-2211.0037,EMBRAPII,0,2022-11-30,2022-11-30,2026-03-30,4,4,600000.000000,831227.599999,400000.000000,1831227.600000,2025-03-25 02:01:06-03:00
2321,PCOP-2212.0038,EMBRAPII,0,2022-12-23,2022-12-23,2027-12-23,3,5,154000.000000,297052.150000,104340.000000,555392.150000,2025-03-25 02:01:06-03:00
